Auction,From,State,Loc,,Country,To,Car,Motorcycle,Pickup,SUV,Travel trailer,
Total Resource Auctions,SPRINGFIELD - Missouri - Total Resource Auctions,Missouri,MO - Springfield ,MO,USA,Savannah,625,425,,,,Springfield 
Total Resource Auctions,ST LOUIS - Missouri - Total Resource Auctions,Missouri,MO - St Louis ,MO,USA,Savannah,575,425,,,,St Louis 
Total Resource Auctions,OMAHA - Nebraska - Total Resource Auctions,Nebraska,NE - Omaha ,NE,USA,Chicago,450,350,,,,Omaha 
Total Resource Auctions,NEVADA - Nevada - Total Resource Auctions,Nevada,NV - Nevada ,NV,USA,Los Angeles,300,250,,,,Nevada 
Total Resource Auctions,NEW JERSEY - New Jersey - Total Resource Auctions,New Jersey,NJ - New Jersey ,NJ,USA,Newark,150,100,,,,New Jersey 
Total Resource Auctions,NY METRO SKYLINE - New Jersey - Total Resource Auctions,New Jersey,NJ - Ny Metro Skyline ,NJ,USA,Newark,150,100,,,,Ny Metro Skyline 
Total Resource Auctions,NEW MEXICO - New Mexico - Total Resource Auctions,New Mexico,NM - New Mexico ,NM,USA,Houston,650,400,,,,New Mexico 
Total Resource Auctions,ALBANY - New York - Total Resource Auctions,New York,NY - Albany ,NY,USA,Newark,250,200,,,,Albany 
Total Resource Auctions,NEW YORK - New York - Total Resource Auctions,New York,NY - New York ,NY,USA,Newark,250,175,,,,New York 
Total Resource Auctions,NORTH CAROLINA - North Carolina - Total Resource Auctions,North Carolina,NC - North Carolina ,NC,USA,Norfolk,300,,,,,North Carolina 
Total Resource Auctions,STATESVILLE - North Carolina - Total Resource Auctions,North Carolina,NC - Statesville ,NC,USA,Norfolk,300,250,,,,Statesville 
Total Resource Auctions,CINCINNATI - Ohio - Total Resource Auctions,Ohio,OH - Cincinnati ,OH,USA,Norfolk,550,400,,,,Cincinnati 
Total Resource Auctions,OHIO - Ohio - Total Resource Auctions,Ohio,OH - Ohio ,OH,USA,Norfolk,550,400,,,,Ohio 
Total Resource Auctions,TULSA - Oklahoma - Total Resource Auctions,Oklahoma,OK - Tulsa ,OK,USA,Houston,450,375,,,,Tulsa 
Total Resource Auctions,TORONTO - Ontario - Total Resource Auctions,Ontario,ON - Toronto ,ON,Canada,Toronto,200,175,350,200,,Toronto 
Total Resource Auctions,PORTLAND - Oregon - Total Resource Auctions,Oregon,OR - Portland ,OR,USA,Seattle,225,225,,,,Portland 
Total Resource Auctions,CENTRAL PENN - Pennsylvania - Total Resource Auctions,Pennsylvania,PA - Central Penn ,PA,USA,Newark,225,,,,,Central Penn 
Total Resource Auctions,PENNSYLVANIA - Pennsylvania - Total Resource Auctions,Pennsylvania,PA - Pennsylvania ,PA,USA,Newark,250,,,,,Pennsylvania 
Total Resource Auctions,PHILADELPHIA - Pennsylvania - Total Resource Auctions,Pennsylvania,PA - Philadelphia ,PA,USA,Newark,175,125,,,,Philadelphia 
Total Resource Auctions,DARLINGTON - South Carolina - Total Resource Auctions,South Carolina,SC - Darlington ,SC,USA,Savannah,275,,,,,Darlington 
Total Resource Auctions,NASHVILLE - Tennessee - Total Resource Auctions,Tennessee,TN - Nashville ,TN,USA,Savannah,400,,,,,Nashville 
Total Resource Auctions,DALLAS FORT WORTH - Texas - Total Resource Auctions,Texas,TX - Dallas Fort Worth ,TX,USA,Houston,275,185,,,,Dallas Fort Worth 
Total Resource Auctions,DALLAS METRO - Texas - Total Resource Auctions,Texas,TX - Dallas Metro ,TX,USA,Houston,275,185,,,,Dallas Metro 
Total Resource Auctions,EL PASO - Texas - Total Resource Auctions,Texas,TX - El Paso ,TX,USA,Houston,425,375,,,,El Paso 
Total Resource Auctions,HOUSTON NORTH - Texas - Total Resource Auctions,Texas,TX - Houston North ,TX,USA,Houston,180,100,,,,Houston North 
Total Resource Auctions,HOUSTON SOUTH - Texas - Total Resource Auctions,Texas,TX - Houston South ,TX,USA,Houston,180,100,,,,Houston South 
Total Resource Auctions,SAN ANTONIO - Texas - Total Resource Auctions,Texas,TX - San Antonio ,TX,USA,Houston,275,200,,,,San Antonio 
Total Resource Auctions,UTAH - Utah - Total Resource Auctions,Utah,UT - Utah ,UT,USA,Los Angeles,550,500,,,,Utah 
Total Resource Auctions,FREDERICKSBURG - Virginia - Total Resource Auctions,Virginia,VA - Fredericksburg ,VA,USA,Norfolk,250,200,,,,Fredericksburg 
Total Resource Auctions,HARRISONBURG - Virginia - Total Resource Auctions,Virginia,VA - Harrisonburg ,VA,USA,Norfolk,350,325,,,,Harrisonburg 
Total Resource Auctions,BALTIMORE-WASHINGTON - Maryland - Total Resource Auctions,Maryland,MD - Baltimore,MD,USA,Norfolk,300,250,,,,Baltimore
Total Resource Auctions,SEATTLE - Washington - Total Resource Auctions,Washington,WA - Seattle ,WA,USA,Seattle,150,150,,,,Seattle 
Total Resource Auctions,MILWAUKEE - Wisconsin - Total Resource Auctions,Wisconsin,WI - Milwaukee ,WI,USA,Chicago,225,225,,,,Milwaukee 
